objectid,object_location,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template
068,/objects/garcia_photo_1_0107r.jpg,El Sr. Presidente de la República llega a la tribuna oficial donde se efectuó el acto relativo al monumento a Washington,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Monumento á Washington (Estados Unidos de América),"Monumentos;Estados Unidos de América;Díaz, Porfirio, 1830-1915;Washington, George, 1732-1799","Ciudad de México, México",19.42771,-99.158663,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",107,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
069,/objects/garcia_photo_1_0108r.jpg,S. E. el Sr. Embajador Permanente de Estados Unidos pronuncia su discurso relativo al monumento a Washington,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Monumento á Washington (Estados Unidos de América),"Monumentos;Estados Unidos de América;Washington, George, 1732-1799","Ciudad de México, México",19.42771,-99.158663,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",108,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
070,/objects/garcia_photo_3_0558r.jpg,[El acto de la inauguración de las obras de la Penitenciaria],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-29,Obras de ampliación de la Penitenciaria del Distrito Federal (Inauguraciones),Inauguraciones;Cárceles,"Ciudad de México, México",19.436505,-99.115872,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",558,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
071,/objects/garcia_photo_3_0559r.jpg,[El Sr. Vicepresidente de la Republica visita la Penitenciaria],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-29,Obras de ampliación de la Penitenciaria del Distrito Federal (Inauguraciones),"Inauguraciones;Cárceles;Corral, Ramón, 1854-1912","Ciudad de México, México",19.436505,-99.115872,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",559,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
072,/objects/garcia_photo_3_0564r.jpg,[El Sr. Vicepresidente de la Republica visita la Penitenciaria],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-29,Obras de ampliación de la Penitenciaria del Distrito Federal (Inauguraciones),"Mujeres;Inauguraciones;Cárceles;Corral, Ramón, 1854-1912","Ciudad de México, México",19.436505,-99.115872,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",564,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
073,/objects/garcia_photo_2_0463r.jpg,[Aspecto de una estación de las obras de aguas potables],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,Obras de aprovisionamiento de aguas (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",463,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
074,/objects/garcia_photo_2_0467r.jpg,[Aspecto de una estación de las obras de aguas potables],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,Obras de aprovisionamiento de aguas (Inauguraciones),Mujeres;Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",467,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
075,/objects/garcia_photo_2_0468r.jpg,Torre de entrada al estanque donde se efectuó el acto relativo a las obras de aguas potables,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,Obras de aprovisionamiento de aguas (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",468,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
076,/objects/garcia_photo_2_0475r.jpg,Aspecto exterior de la tienda donde se efectuó el acto de la inauguración de las obras de ensanche del Desagüe,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-26,Obras de ensanche del Desagüe del Valle (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",475,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
077,/objects/garcia_photo_2_0478r.jpg,Los invitados recorren las obras exteriores del tunel de Tequixquiac,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-26,Obras de ensanche del Desagüe del Valle (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",478,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
078,/objects/garcia_photo_2_0481r.jpg,Vista general de las obras exteriores del túnel de Tequixquiac,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-26,Obras de ensanche del Desagüe del Valle (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",481,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
079,/objects/garcia_photo_1_0022r.jpg,Los marinos argentinos marchan a depositar su ofrenda de flores ante la Columna de la Independencia,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-18,Ofrenda de flores ante la Columna de la Independencia (Argentina),Inauguración;Arquitectura;Monumentos;Regalos diplomáticos;Argentina,"Ciudad de México, México",19.427025,-99.167665,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",22,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
080,/objects/garcia_photo_3_0551r.jpg,Los obreros en valla de honor frente a las obras del Palacio Legislativo,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-23,Palacio del Poder Legislativo (Colocaciones de primevas piedras),Fotógrafos;Colocación de la primera piedra;Poder legislativo;Arquitectura,"Ciudad de México, México",19.430278,-99.1175,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",551,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
081,/objects/garcia_photo_3_0552r.jpg,Salida de la concurrencia al acto de la colocación de la primera piedra del Palacio Legislativo,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-23,Palacio del Poder Legislativo (Colocaciones de primevas piedras),Fotógrafos;Colocación de la primera piedra;Poder legislativo;Arquitectura,"Ciudad de México, México",19.430278,-99.1175,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",552,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
082,/objects/garcia_photo_3_0556r.jpg,Un teatro del Parque Obrero de Valbuena,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-17,Parque Obrero de Valbuena (Inauguraciones),Mujeres;Indígenas;Inauguraciones;Parques;Clase obrera,"Ciudad de México, México",19.415772,-99.107331,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",556,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
083,/objects/garcia_photo_3_0557r.jpg,Los columpios del Parque Obrero de Valbuena,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-17,Parque Obrero de Valbuena (Inauguraciones),Inauguraciones;Parques;Clase obrera,"Ciudad de México, México",19.415772,-99.107331,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",557,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
084,/objects/garcia_photo_4_0924r.jpg,Un kiosco del Parque Obrero de Valbuena,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-17,Parque Obrero de Valbuena (Inauguraciones),Mujeres;Indígenas;Inauguraciones;Parques;Clase obrera,"Ciudad de México, México",19.415772,-99.107331,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",924,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
085,/objects/garcia_photo_2_0286r.jpg,[Grupo de individuos de la procesión de antorcha],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,Procesión de antorchas (Procesiones públicas),Procesiones;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",286,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
086,/objects/garcia_photo_2_0287r.jpg,[Grupo de individuos de la procesión de antorcha],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,Procesión de antorchas (Procesiones públicas),Procesiones;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",287,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
087,/objects/garcia_photo_2_0288r.jpg,Grupo de individuos de la procesión de antorcha,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,Procesión de antorchas (Procesiones públicas),Procesiones;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",288,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
088,/objects/garcia_photo_3_0716r.jpg,[Vista general de los asistentes a las maniobras militares],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-25,Simulacro de batalla,Recreaciones históricas;Fuerzas Armadas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",716,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
089,/objects/garcia_photo_3_0717r.jpg,[Vista general de los asistentes a las maniobras militares],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-25,Simulacro de batalla,Recreaciones históricas;Fuerzas Armadas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",717,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
090,/objects/garcia_photo_3_0718r.jpg,Carruajes de los concurrentes a las maniobras militares,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-25,Simulacro de batalla,Recreaciones históricas;Fuerzas Armadas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",718,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
091,/objects/garcia_photo_2_0400r.jpg,Edificio de los Telégrafos Federales,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",400,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
092,/objects/garcia_photo_2_0401r.jpg,"Edificio de ""La Valenciana""","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",19.383972,-99.057519,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",401,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
093,/objects/garcia_photo_2_0402r.jpg,Casa del Sr. Vicepresidente de la Republica,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,"Arquitectura;Vida en la calle;Corral, Ramón, 1854-1912","Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",402,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
094,/objects/garcia_photo_2_0422r.jpg,[Edificio del Centro Mercantil],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",19.432083,-99.134592,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",422,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
095,/objects/garcia_photo_2_0423r.jpg,Edificio de los Ferrocarriles Nacionales,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",19.459149,-99.179932,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",423,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
096,/objects/garcia_photo_2_0427r.jpg,La Droguería de la Profesa iluminada,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",19.433805,-99.136659,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",427,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
097,/objects/garcia_photo_2_0428r.jpg,Edificio de «La Ciudad de Londres»,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",428,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
098,/objects/garcia_photo_2_0432r.jpg,[El edificio de la Compañía Mexicana de Luz y Fuerza Motriz iluminado],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",432,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
099,/objects/garcia_photo_2_0434r.jpg,"El edificio de ""La Esmeralda"" iluminado","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",434,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
100,/objects/garcia_photo_2_0436r.jpg,El edificio de Correos iluminado,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",436,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
101,/objects/garcia_photo_4_0867r.jpg,La estación del Ferrocarril Mexicano iluminada,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",867,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
102,/objects/garcia_photo_4_0868r.jpg,El edificio de la Compañía Mexicana de Luz y Fuerza Motriz iluminado,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",868,Fotografía,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
103,/objects/garcia_photo_1_0001r.jpg,El crucero “Freya” en la bahía de Veracruz,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-03,Alemania (Representantes especiales),"Barcos;Cónsul;Alemania;Veracruz, México","Ciudad de México, México",19.19979497,-96.11899769,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",1,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
104,/objects/garcia_photo_2_0469r.jpg,La concurrencia al acto de la colocación de la primera piedra de la Cárcel General,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-03,Cárcel General (Colocaciones de primevas piedras),"Arquitectura;Cárceles;Planos;Colocación de la primera piedra;Corral, Ramón, 1854-1912;Creel, Enrique C., 1854-1931;Fernández, Leandro;Fernández, Justino, 1828-1911;Núñez, Roberto, 1859-1912","Ciudad de México, México",18.90460402,-98.48135926,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",469,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
105,/objects/garcia_photo_4_0883r.jpg,El Sr. Vicepresidente de la República coloca la primera piedra de la Cárcel General,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-03,Cárcel General (Colocaciones de primevas piedras),"Arquitectura;Cárceles;Colocación de la primera piedra;Corral, Ramón, 1854-1912;Creel, Enrique C., 1854-1931;Fernández, Leandro;Fernández, Justino, 1828-1911;Núñez, Roberto, 1859-1912","Ciudad de México, México",18.90460402,-98.48135926,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",883,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
106,/objects/garcia_photo_1_0124r.jpg,S. E. el Sr. Embajador de Italia lee su discurso relativo a la colocación de la primera piedra del monumento a Garibaldi,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-20,Colocación de la primera piedra del monumento á Garibaldi (Italia),"Embajadores;Mujeres;Fotógrafos;Niños y niñas;Discurso;Colocación de la primera piedra;Monumentos;Italia;Bugnano, Don Alfredo Capece Minutolo, Marquis di;Garibaldi, Giuseppe, 1807-1882","Ciudad de México, México",19.42521491,-99.15552525,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",124,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
107,/objects/garcia_photo_1_0126r.jpg,El Sr. Secretario de Relaciones Exteriores lee su discurso relativo a la colocación de la primera piedra del monumento a Garibaldi,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-20,Colocación de la primera piedra del monumento á Garibaldi (Italia),"Discurso;Colocación de la primera piedra;Monumentos;Italia;Creel, Enrique C., 1854-1931;Garibaldi, Giuseppe, 1807-1882","Ciudad de México, México",19.42520416,-99.15548636,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",126,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
108,/objects/garcia_photo_1_0112r.jpg,[La concurrencia de la colocacion de la primera piedra del monumento a Pasteur],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Colocación de la primera piedra del monumento á Pasteur (Francia),"Colocación de la primera piedra;Monumentos;Embajadores;Francia;Pasteur, Louis, 1822-1895;Díaz, Porfirio, 1830-1915;Lefaivre, Paul;Chávez, Ezequiel A., 1868-1946;Sierra, Justo, 1848-1912;Corral, Ramón, 1854-1912;González de Cosío, Manuel, 1836-1913;Landa y Escandón, Guillermo de, 1842-1927;Lefaivre, Paul","Ciudad de México, México",19.43191061,-99.15850946,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",112,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
109,/objects/garcia_photo_1_0113r.jpg,El Sr. Presidente de la República coloca la primera piedra del monumento a Pasteur,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Colocación de la primera piedra del monumento á Pasteur (Francia),"Colocación de la primera piedra;Monumentos;Embajadores;Francia;Pasteur, Louis, 1822-1895;Díaz, Porfirio, 1830-1915;Lefaivre, Paul;Corral, Ramón, 1854-1912;Sierra, Justo, 1848-1912;Lefaivre, PaulMolina, Olegario, 1843-1925","Ciudad de México, México",19.43191061,-99.15850946,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",113,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
110,/objects/garcia_photo_1_0067r.jpg,[El Sr. Presidente del Ayuntamiento de la ciudad de México lee su discurso relativo a la dedicación de la Avenida Isabel la Católica],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-08-31,Dedicación de la Avenida Isabel la Católica (Actos oficiales solemnes),"Discurso;Arreglo y decoración de mesa;Dedicaciones;Arquitectura interior;España;Pimentel y Fagoaga, Fernando, 1851-1929;Díaz, Porfirio, 1830-1915;Cólogan y Cólogan, Bernardo J., 1847-1921;Isabella I, Queen of Spain, 1451-1504","Ciudad de México, México",19.43179852,-99.13386151,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",67,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
111,/objects/garcia_photo_1_0068r.jpg,[El Sr. Presidente del Ayuntamiento de la ciudad de México lee su discurso relativo a la dedicación de la Avenida Isabel la Católica],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-08-31,Dedicación de la Avenida Isabel la Católica (Actos oficiales solemnes),"Arreglo y decoración de mesa;Dedicaciones;Arquitectura interior;España;Pimentel y Fagoaga, Fernando, 1851-1929;Cólogan y Cólogan, Bernardo J., 1847-1921;Isabella I, Queen of Spain, 1451-1504","Ciudad de México, México",19.43179852,-99.13386151,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",68,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
112,/objects/garcia_photo_2_0294r.jpg,[La mesa presidencial en el acto del descubrimiento de la lápida conmemorativa del Real Seminario de Minería],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-12,En el edificio del Real Seminario de Mineria (Descubrimientos de lápidas conmemorativas),Escuelas y educación de minería;Placas;Mujeres;Indígenas,"Ciudad de México, México",19.43438611,-99.12836454,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",294,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
113,/objects/garcia_photo_2_0295r.jpg,La mesa presidencial en el acto del descubrimiento de la lápida conmemorativa del Real Seminario de Minería,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-12,En el edificio del Real Seminario de Mineria (Descubrimientos de lápidas conmemorativas),Escuelas y educación de minería;Placas;Mujeres;Indígenas,"Ciudad de México, México",19.43438611,-99.12836454,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",295,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
114,/objects/garcia_photo_2_0291r.jpg,Niñas concurrentes al acto del descubrimiento de la lápida conmemorativa de la prisión de Morelos,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,En la prisión de Morelos (Descubrimientos de lápidas conmemorativas),"Mujeres;Placas;Niños y niñas;Cárceles;Morelos, José María, 1765-1815","Ciudad de México, México",19.42958947,-99.14950647,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",291,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
115,/objects/garcia_photo_4_0817r.jpg,Lapida conmemorativa de la prisión de Morelos,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,En la prisión de Morelos (Descubrimientos de lápidas conmemorativas),"Placas;Cárceles;Morelos, José María, 1765-1815","Ciudad de México, México",19.42947248,-99.14954065,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",817,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
116,/objects/garcia_photo_3_0567r.jpg,El estrado oficial en el acto de la inauguración de la Escuela N. de Altos Estudios,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-18,Escuela Nacional de Altos Estudios (Inauguración de establecimientos educativos),Universidades y colegios;Educación;Estudiantes;Inauguraciones;Hospitalidad,"Ciudad de México, México",19.43305333,-99.12865803,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",567,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
